No.,Ticker,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume,Rel Volume,Price,Change,Volume
1273,PUMP,7.30%,-22.81%,-40.25%,-11.48%,30.15%,16.17%,4.06%,6.44%,2.10,1.45M,0.35,9.50,0.96%,"260,730"
1274,PUTW,1.32%,3.93%,-7.23%,-5.99%,3.55%,-5.69%,0.79%,0.76%,-,19.61K,0.49,32.69,0.43%,"4,982"
1275,PUYI,-4.38%,7.73%,46.91%,24.50%,49.80%,21.50%,3.55%,4.84%,-,13.59K,0.15,8.39,3.84%,"1,075"
1276,PV,0.25%,0.15%,0.15%,1.18%,1.39%,1.39%,0.03%,0.20%,-,46.34K,0.00,9.85,0.00%,0
1277,PVAL,3.11%,5.86%,-9.16%,-9.24%,3.43%,-9.09%,1.34%,1.41%,-,10.32K,0.86,25.39,0.06%,"4,556"
1278,PVL,4.13%,-20.19%,11.56%,46.43%,97.59%,55.45%,8.21%,10.94%,-,343.68K,0.71,3.27,-0.30%,"125,392"
1279,PWR,2.65%,14.28%,-3.86%,22.95%,53.45%,14.35%,3.99%,4.01%,1.90,1.66M,0.34,132.26,0.88%,"287,187"
1280,PWV,1.91%,2.85%,-9.65%,-12.17%,3.26%,-8.98%,1.26%,1.41%,-,53.81K,0.08,44.39,0.05%,"2,238"
1281,PX,0.51%,13.00%,4.29%,-10.45%,12.59%,-14.81%,3.02%,3.61%,1.70,184.79K,1.36,11.95,0.34%,"129,910"
1282,PXD,1.96%,-11.19%,-14.42%,3.20%,67.35%,22.39%,3.25%,4.07%,2.00,2.77M,0.52,217.01,1.19%,"738,713"
1283,PXE,8.00%,-11.97%,-13.41%,14.47%,73.29%,36.62%,3.53%,4.71%,-,355.99K,0.21,26.68,1.29%,"39,194"
1284,PXI,8.55%,-10.23%,-15.29%,10.09%,61.26%,27.30%,3.23%,4.35%,-,68.29K,0.35,39.32,0.92%,"12,443"
1285,PXJ,6.67%,-8.46%,-26.84%,-3.66%,13.23%,15.72%,3.25%,4.24%,-,707.05K,0.18,3.64,-1.09%,"64,703"
1286,PXS,12.55%,1.77%,4.14%,56.01%,2.50%,49.48%,5.68%,5.93%,2.30,137.66K,0.14,2.83,-1.57%,"10,068"
1287,PYPE,-2.53%,-14.54%,-6.37%,1.27%,8.71%,3.26%,0.24%,0.45%,-,0.32K,0.00,18.64,0.00%,0
1288,QABA,2.92%,5.78%,-4.02%,-19.05%,0.23%,-12.81%,1.63%,1.53%,-,17.15K,0.08,51.53,0.14%,691
1289,QAT,2.11%,-1.51%,-15.29%,-2.84%,8.21%,1.17%,0.88%,0.89%,-,38.75K,0.04,21.28,2.18%,719
1290,QCOM,10.85%,21.97%,5.78%,-21.90%,6.18%,-19.41%,4.25%,3.76%,2.00,10.19M,0.74,151.39,2.73%,"3,870,542"
1291,QCRH,2.63%,6.71%,-1.77%,-10.17%,21.77%,-0.93%,2.92%,2.61%,1.80,96.36K,0.61,55.56,0.15%,"30,254"
1292,QFTA,0.20%,0.51%,0.11%,0.30%,2.38%,0.10%,0.18%,0.11%,-,29.41K,0.03,9.85,-0.51%,529
1293,QID,-8.20%,-18.77%,16.21%,35.02%,11.47%,46.68%,4.94%,4.85%,-,17.58M,0.43,22.12,-3.58%,"3,935,623"
1294,QLYS,2.90%,8.30%,-10.31%,1.01%,28.28%,-7.04%,3.66%,3.62%,2.60,373.10K,0.51,129.73,1.70%,"97,196"
1295,QUIK,4.22%,4.51%,52.39%,48.26%,36.61%,49.71%,5.77%,7.38%,1.70,68.74K,0.85,8.22,7.45%,"30,167"
1296,R,4.71%,4.96%,16.61%,-4.91%,8.94%,-8.89%,2.81%,3.08%,3.00,835.17K,0.27,75.30,0.27%,"118,270"
1297,RAM,0.30%,0.50%,0.79%,1.56%,3.89%,1.50%,1.01%,0.31%,-,26.37K,0.05,10.14,-0.09%,633
1298,RAMMU,0.00%,-0.32%,-0.29%,-2.49%,1.59%,-1.64%,0.06%,0.72%,-,2.80K,0.00,10.20,0.00%,0
1299,RAVE,8.94%,34.52%,27.62%,31.37%,6.35%,32.67%,4.76%,6.21%,-,123.22K,1.23,1.38,2.99%,"78,288"
1300,RBA,3.68%,16.60%,25.31%,11.15%,18.21%,12.33%,5.14%,3.16%,2.70,507.46K,0.70,67.78,-1.43%,"182,997"
1301,RBAC,0.10%,0.20%,0.50%,0.71%,2.25%,0.60%,0.14%,0.16%,-,854.85K,0.02,9.99,0.10%,"9,116"
1302,RBCAA,1.41%,12.43%,11.75%,-4.87%,8.74%,-2.32%,2.35%,2.31%,2.50,29.99K,0.27,48.97,-1.39%,"4,230"
1303,RBCN,1.02%,73.74%,73.65%,72.73%,60.67%,76.25%,2.64%,2.18%,-,106.41K,0.34,15.77,-0.25%,"18,713"
1304,RCG,2.26%,1.12%,1.22%,-9.40%,4.86%,-14.59%,6.10%,4.17%,-,6.50K,0.87,2.32,2.42%,"2,928"
1305,RCHG,0.00%,0.20%,0.80%,1.11%,1.52%,1.31%,0.02%,0.05%,-,28.41K,0.01,10.03,0.00%,102
1306,RCM,8.16%,20.82%,-11.46%,15.95%,17.35%,-8.47%,4.59%,4.88%,1.70,1.29M,0.37,23.47,0.60%,"247,629"
1307,RCMT,3.52%,-13.01%,44.41%,174.71%,376.81%,168.54%,5.31%,7.70%,2.50,258.70K,0.26,18.86,-1.36%,"35,032"
1308,RDCM,6.31%,6.59%,4.06%,-9.99%,11.32%,-9.58%,3.57%,4.17%,2.00,16.12K,0.94,11.75,-0.42%,"7,837"
1309,RDIV,0.10%,4.75%,-7.15%,-4.81%,7.75%,-1.71%,1.17%,1.36%,-,75.50K,0.60,41.38,-0.12%,"23,322"
1310,RE,-2.48%,1.88%,-6.93%,-7.00%,14.07%,-1.44%,2.36%,2.27%,-,240.76K,0.41,269.24,-0.27%,"50,820"
1311,REG,3.21%,9.37%,-11.51%,-17.63%,0.87%,-17.13%,1.80%,2.44%,2.30,946.92K,0.55,63.37,1.49%,"268,446"
1312,REGN,-2.35%,7.00%,-17.63%,-3.17%,1.79%,-5.67%,2.90%,2.57%,2.30,673.69K,0.41,597.19,0.25%,"143,506"
1313,REI,8.23%,-33.92%,-37.53%,-6.07%,5.62%,15.35%,5.71%,8.41%,2.30,2.75M,1.01,2.64,0.57%,"1,434,225"
1314,REK,-2.34%,-8.31%,12.00%,11.40%,2.84%,18.45%,1.85%,1.99%,-,92.71K,1.06,18.76,0.00%,"50,630"
1315,RELL,9.72%,12.22%,33.74%,11.23%,112.14%,20.19%,4.71%,5.05%,-,103.77K,11.21,17.00,4.62%,"599,282"
1316,RELX,4.03%,9.29%,-11.58%,-7.72%,0.29%,-14.54%,1.42%,1.34%,2.00,1.31M,0.78,27.77,-0.36%,"528,364"
1317,RENN,2.29%,0.35%,10.64%,48.87%,172.56%,97.55%,2.83%,3.01%,-,88.25K,0.23,29.06,0.21%,"10,295"
1318,REPX,7.35%,-5.05%,-2.68%,-8.99%,27.57%,31.47%,11.43%,7.84%,2.00,56.57K,0.46,26.75,5.31%,"13,267"
1319,RES,8.06%,-12.76%,-46.31%,11.67%,66.25%,47.58%,5.39%,6.70%,3.10,1.67M,0.42,6.72,0.30%,"358,585"
1320,REW,-7.37%,-18.50%,11.10%,32.81%,1.77%,46.63%,4.94%,4.89%,-,81.54K,0.47,18.64,-4.70%,"19,682"
1321,REX,12.49%,12.74%,6.02%,-9.96%,24.08%,-0.64%,3.61%,4.96%,2.00,47.06K,1.06,94.02,-1.44%,"25,778"
1322,REXR,2.56%,6.26%,-19.92%,-17.21%,4.41%,-24.42%,2.94%,2.60%,1.50,1.70M,0.59,62.11,1.32%,"512,254"
1323,RF,5.64%,8.03%,-4.21%,-21.13%,10.47%,-8.07%,2.86%,3.13%,2.20,8.21M,0.43,20.01,-0.15%,"1,811,202"
1324,RFDA,2.74%,6.72%,-6.47%,-8.32%,2.61%,-6.24%,1.12%,1.14%,-,10.73K,0.18,44.50,0.04%,992
1325,RFP,1.92%,47.45%,54.55%,25.86%,88.08%,32.29%,1.17%,4.83%,-,1.52M,0.91,20.22,0.10%,"709,161"
1326,RGA,0.17%,6.99%,2.32%,-1.02%,11.27%,7.47%,2.18%,2.46%,2.70,373.62K,0.26,116.33,-1.14%,"49,910"
1327,RGC,-0.69%,-12.49%,75.59%,8.54%,267.90%,21.29%,10.28%,10.07%,-,16.09K,0.42,37.42,-3.13%,"3,496"
1328,RGP,3.25%,15.48%,14.83%,11.26%,52.17%,14.13%,3.77%,4.85%,3.50,241.00K,0.86,20.28,-0.39%,"106,343"
1329,RHP,10.63%,9.28%,-10.77%,-6.52%,12.36%,-8.54%,3.24%,4.15%,2.20,418.06K,0.47,85.56,1.72%,"102,299"
1330,RHS,0.13%,5.94%,-4.47%,-3.48%,4.52%,-1.21%,1.14%,1.25%,-,57.15K,0.30,167.30,-0.26%,"8,980"
1331,RINF,2.58%,-4.93%,-5.67%,6.94%,10.45%,3.73%,0.81%,1.25%,-,59.34K,0.40,31.64,-0.52%,"12,300"
1332,RJA,0.90%,-13.54%,-17.53%,-3.96%,17.94%,3.35%,1.38%,1.75%,-,430.38K,0.18,8.92,-0.22%,"39,543"
1333,RJF,4.53%,8.36%,-15.51%,-13.57%,13.34%,-6.65%,2.76%,2.83%,2.00,1.31M,0.30,94.37,0.69%,"204,317"
1334,RJI,3.75%,-11.13%,-12.73%,12.18%,35.90%,19.97%,1.44%,1.86%,-,135.48K,0.11,8.30,0.12%,"7,842"
1335,RJN,9.50%,-8.39%,0.23%,48.68%,95.52%,65.91%,3.25%,3.91%,-,58.73K,0.03,4.34,-0.80%,810
1336,RLGT,4.31%,10.13%,27.12%,10.78%,18.30%,2.88%,3.76%,4.36%,2.00,163.29K,0.46,7.49,-0.13%,"38,859"
1337,RLI,-0.58%,4.41%,4.11%,3.57%,10.58%,1.72%,2.13%,2.18%,2.50,177.69K,0.56,113.94,-0.08%,"51,487"
1338,RLY,2.81%,-5.81%,-13.52%,-1.44%,0.82%,2.46%,1.45%,1.60%,-,240.68K,0.69,27.64,-0.09%,"85,731"
1339,RMBS,9.10%,10.94%,-12.20%,-17.67%,2.27%,-21.67%,2.92%,3.33%,2.20,804.22K,0.47,23.58,2.43%,"193,226"
1340,RNGR,-1.75%,-7.90%,-3.92%,-8.43%,19.65%,-6.91%,4.02%,4.16%,2.50,59.63K,0.10,9.60,0.42%,"3,048"
1341,ROCC,12.33%,-18.67%,-13.80%,6.52%,97.21%,26.23%,6.08%,8.49%,2.00,600.62K,0.43,34.08,0.29%,"132,880"
1342,ROG,2.71%,3.47%,-2.82%,-2.69%,39.05%,-2.56%,1.58%,1.22%,3.00,155.59K,0.48,267.00,0.37%,"38,644"
1343,ROL,1.50%,13.80%,6.27%,11.74%,0.69%,6.52%,2.09%,2.37%,2.60,1.60M,0.79,36.67,0.63%,"653,486"
1344,ROLL,7.41%,20.92%,19.45%,4.24%,10.52%,5.61%,3.34%,3.28%,2.10,150.94K,0.43,215.65,1.10%,"33,481"
1345,RPRX,2.61%,13.96%,-0.96%,10.11%,9.61%,9.59%,2.12%,2.39%,1.90,2.23M,0.47,43.18,-1.12%,"545,457"
1346,RPV,1.78%,2.64%,-11.68%,-11.49%,5.88%,-5.38%,1.65%,1.81%,-,667.90K,1.04,76.46,-0.03%,"357,908"
1347,RRBI,3.14%,7.09%,1.14%,1.04%,6.80%,1.31%,1.75%,2.56%,1.00,6.53K,0.10,54.17,-0.06%,323
1348,RRC,7.62%,-2.71%,-16.40%,30.29%,97.02%,59.23%,4.95%,6.71%,2.60,5.35M,0.88,29.32,3.28%,"2,412,179"
1349,RS,4.25%,7.85%,-7.23%,8.51%,24.75%,11.26%,3.19%,3.11%,1.90,442.59K,0.29,179.51,-0.54%,"66,036"
1350,RSG,0.38%,5.86%,-2.58%,-0.75%,13.33%,-7.57%,1.68%,2.03%,2.20,1.28M,0.39,129.27,0.30%,"257,804"
1351,RTLR,5.31%,-12.79%,-7.95%,6.16%,33.16%,15.03%,3.53%,5.45%,2.50,791.04K,0.79,13.26,1.30%,"323,788"
1352,RTM,2.22%,0.53%,-15.27%,-12.14%,0.71%,-12.18%,1.63%,1.83%,-,49.71K,0.71,158.49,0.25%,"18,308"
1353,RTX,-0.72%,4.80%,-10.05%,1.61%,15.76%,9.02%,2.91%,2.62%,1.90,5.05M,0.61,94.67,0.91%,"1,586,655"
1354,RUSHA,1.55%,4.44%,3.98%,-11.96%,13.87%,-10.32%,3.11%,3.36%,2.00,190.92K,0.31,50.08,0.36%,"30,427"
1355,RVSB,5.40%,15.44%,-0.42%,-10.79%,2.63%,-8.58%,4.55%,3.71%,-,22.37K,0.42,7.18,2.06%,"4,790"
1356,RWL,3.02%,6.05%,-9.59%,-10.48%,0.93%,-9.05%,1.57%,1.56%,-,112.36K,0.35,73.02,0.41%,"19,982"
1357,RWM,-4.20%,-8.75%,7.37%,13.88%,8.79%,17.97%,2.21%,2.26%,-,3.53M,0.71,24.33,-1.18%,"1,288,689"
1358,RWVG,2.33%,2.76%,-9.08%,-7.96%,2.68%,-4.23%,0.59%,0.74%,-,4.46K,0.16,56.67,-0.20%,371
1359,RXDX,9.19%,28.17%,-1.94%,-12.84%,43.20%,-22.21%,5.53%,6.45%,1.40,484.92K,0.50,32.66,6.18%,"124,717"
1360,RYE,5.68%,-6.88%,-12.61%,10.35%,61.10%,30.14%,2.88%,3.81%,-,276.58K,0.24,62.43,0.42%,"34,844"
1361,RYI,8.16%,-9.27%,-43.12%,-4.73%,73.58%,-9.44%,4.35%,6.04%,3.00,417.33K,0.46,23.39,-0.85%,"99,538"
1362,RYU,-1.12%,4.89%,-9.44%,-0.13%,6.05%,-1.91%,1.42%,1.80%,-,58.15K,0.46,111.58,-0.36%,"13,784"
1363,RZV,4.74%,5.66%,-10.52%,-12.87%,1.03%,-10.24%,1.90%,2.08%,-,28.39K,0.10,86.73,0.40%,"1,480"
1364,SAFM,-2.26%,1.33%,10.08%,10.46%,15.54%,9.48%,2.76%,2.05%,2.60,312.16K,0.71,210.23,0.49%,"114,089"
1365,SAFT,-4.22%,5.40%,2.84%,10.26%,22.30%,9.34%,2.40%,2.29%,-,70.73K,0.54,92.70,-0.29%,"19,614"
1366,SAIA,1.17%,19.38%,6.15%,-24.30%,8.37%,-37.87%,5.37%,5.35%,2.40,484.57K,0.41,211.65,1.08%,"101,985"
1367,SAIC,1.37%,8.19%,5.30%,4.15%,7.74%,10.96%,1.88%,2.56%,2.50,329.14K,0.33,92.42,-0.36%,"56,442"
1368,SAIL,1.03%,6.96%,-1.20%,49.79%,33.68%,31.63%,0.94%,1.24%,2.80,3.64M,0.12,63.66,0.05%,"217,535"
1369,SALM,16.75%,-7.78%,-26.40%,-28.61%,16.18%,-22.55%,7.79%,7.08%,1.70,74.02K,0.89,2.45,3.38%,"34,050"
1370,SAMG,-1.10%,-4.68%,-20.08%,0.41%,19.57%,-0.35%,4.11%,4.71%,1.50,67.42K,0.21,17.22,0.66%,"7,406"
1371,SANM,5.50%,10.56%,9.45%,6.31%,19.50%,4.51%,3.35%,3.04%,2.30,472.66K,0.26,43.72,0.90%,"64,240"
1372,SB,11.84%,-11.36%,-18.78%,-1.64%,13.25%,-4.77%,3.83%,4.82%,2.40,1.32M,0.69,3.63,1.09%,"470,361"
1373,SBB,-4.38%,-7.96%,6.04%,12.90%,0.54%,13.95%,1.57%,1.65%,-,14.95K,0.68,18.49,-0.88%,"5,207"
1374,SBCF,1.45%,6.42%,2.15%,-14.00%,9.78%,-4.86%,2.89%,3.10%,2.70,299.03K,0.28,33.87,0.59%,"42,949"
1375,SBEV,1.68%,78.70%,18.43%,-27.75%,8.24%,158.56%,8.38%,12.31%,2.00,189.72K,0.53,3.06,1.32%,"51,362"
1376,SBLK,14.74%,-4.00%,-19.74%,14.23%,45.18%,12.26%,4.25%,4.83%,1.90,2.68M,0.67,25.35,-0.39%,"926,079"
1377,SBOW,24.32%,-14.81%,-15.54%,33.98%,73.18%,49.79%,7.23%,10.11%,2.00,482.53K,0.49,34.37,5.40%,"122,023"
1378,SBR,6.19%,-0.65%,-3.92%,25.29%,69.92%,53.57%,4.25%,5.79%,-,95.56K,0.43,64.50,0.77%,"21,019"
1379,SBS,0.64%,-3.21%,-25.36%,25.29%,16.69%,8.90%,2.94%,3.40%,2.00,2.34M,0.63,7.81,-0.38%,"759,983"
1380,SBSI,0.91%,3.32%,-4.57%,-15.67%,7.05%,-10.02%,1.82%,1.83%,3.00,101.86K,0.28,37.34,-0.77%,"14,522"
1381,SBT,-0.67%,-2.81%,-11.83%,1.55%,35.09%,2.43%,2.37%,3.30%,2.30,111.06K,0.17,5.89,0.00%,"9,460"
1382,SCHL,3.66%,2.61%,-9.25%,-17.65%,5.79%,-11.36%,2.64%,2.55%,-,106.04K,0.46,35.72,0.83%,"25,379"
1383,SCI,2.40%,11.44%,0.30%,8.96%,26.29%,-0.25%,1.92%,2.15%,1.50,930.82K,0.52,70.99,0.25%,"247,117"
1384,SCM,4.42%,11.09%,-9.89%,-3.92%,1.71%,-2.96%,2.47%,2.90%,2.00,67.39K,1.01,12.70,1.41%,"35,118"
1385,SCOA,0.10%,0.41%,0.30%,1.12%,0.92%,1.33%,0.14%,0.21%,-,132.89K,0.00,9.88,-0.10%,68
1386,SCSC,3.70%,0.44%,-5.87%,-6.97%,26.93%,-9.04%,3.04%,3.67%,1.30,135.94K,0.45,32.44,1.66%,"31,394"
1387,SD,10.24%,-19.62%,-15.11%,46.72%,232.67%,60.61%,5.51%,7.30%,-,1.06M,0.42,17.23,2.56%,"227,595"
1388,SDOG,1.41%,2.99%,-8.96%,-9.36%,0.73%,-4.85%,1.29%,1.49%,-,76.39K,0.95,51.01,0.04%,"37,228"
1389,SDPI,5.36%,-11.50%,-16.51%,8.07%,18.00%,21.18%,3.63%,5.71%,3.00,193.39K,0.18,0.92,3.95%,"18,305"
1390,SDS,-6.00%,-13.93%,16.82%,26.09%,1.31%,31.44%,3.80%,3.64%,-,14.26M,0.64,45.64,-1.64%,"4,694,438"
1391,SDY,1.59%,5.22%,-6.23%,-7.38%,0.78%,-6.34%,1.36%,1.48%,-,642.76K,1.02,120.81,-0.11%,"337,590"
1392,SEAS,4.85%,7.37%,-39.68%,-29.93%,2.55%,-31.68%,3.65%,5.23%,2.20,1.35M,0.29,45.35,2.35%,"199,329"
1393,SEATW,5.62%,-4.16%,-39.29%,-35.91%,15.65%,-26.85%,0.61%,3.62%,-,50.17K,0.06,2.15,3.86%,"1,501"
1394,SEB,4.13%,-3.85%,-5.90%,-0.53%,0.25%,-0.76%,3.33%,3.95%,-,0.84K,0.44,3927.38,0.57%,191
1395,SEDG,9.39%,14.30%,-3.96%,14.37%,20.88%,3.47%,6.19%,6.46%,2.20,879.89K,0.89,294.52,1.46%,"402,638"
1396,SEE,2.23%,1.91%,-12.61%,-14.70%,4.94%,-14.41%,2.19%,2.45%,2.20,887.46K,0.55,57.62,-0.23%,"250,049"
1397,SEF,-3.28%,-7.39%,9.76%,16.06%,1.18%,14.08%,2.01%,1.79%,-,123.06K,1.80,13.26,-0.22%,"114,200"
1398,SELF,4.19%,-7.74%,-0.52%,-6.84%,12.60%,0.35%,4.20%,5.70%,2.00,51.60K,0.74,5.78,1.05%,"19,763"
1399,SENEA,3.24%,17.17%,5.77%,20.45%,5.85%,20.38%,2.57%,3.44%,-,33.26K,0.46,57.21,-0.88%,"7,934"
1400,SFBC,1.98%,4.59%,2.63%,-11.83%,15.23%,-11.83%,0.97%,0.86%,-,5.29K,0.37,38.22,-1.24%,"1,010"
1401,SFBS,3.14%,5.93%,-3.19%,-8.22%,23.97%,-4.36%,2.88%,2.76%,3.00,174.78K,0.67,81.01,-0.28%,"60,220"
1402,SFL,7.42%,5.12%,-7.94%,15.20%,43.59%,20.86%,2.76%,3.39%,2.00,1.03M,0.32,9.76,-0.91%,"166,932"
1403,SFM,2.49%,2.80%,-13.66%,-7.01%,5.18%,-8.39%,2.74%,3.01%,3.10,1.92M,0.51,27.37,0.66%,"503,343"
1404,SGA,1.48%,-1.81%,2.50%,-4.19%,9.85%,-3.43%,1.28%,3.08%,-,4.26K,0.63,23.32,-0.11%,"1,391"
1405,SGEN,-3.45%,17.75%,19.70%,26.07%,19.68%,11.79%,2.62%,3.73%,2.20,1.47M,0.25,172.22,-0.35%,"185,371"
1406,SGG,2.21%,2.02%,-6.03%,6.13%,9.43%,3.67%,2.23%,1.68%,-,3.20K,0.02,60.33,3.05%,26
1407,SGLY,13.24%,13.24%,-40.03%,-17.03%,38.99%,-19.29%,7.72%,7.86%,-,251.18K,0.16,3.78,-1.72%,"21,140"
1408,SGMA,-0.97%,24.27%,30.24%,-5.79%,67.84%,-21.20%,3.84%,5.80%,-,34.73K,0.70,8.42,3.44%,"12,524"
1409,SGML,0.98%,-4.81%,-16.48%,35.21%,175.01%,38.71%,5.19%,7.22%,1.50,433.76K,0.31,15.01,3.95%,"69,383"
1410,SGOV,0.03%,0.02%,0.04%,0.05%,0.05%,0.05%,0.03%,0.02%,-,706.31K,1.72,100.08,0.00%,"625,155"
1411,SH,-3.00%,-7.04%,9.16%,14.03%,2.26%,16.37%,1.90%,1.82%,-,41.27M,0.89,15.71,-0.88%,"18,843,696"
1412,SHBI,1.77%,-2.16%,-4.47%,-8.47%,12.68%,-8.78%,1.79%,2.46%,2.00,134.74K,0.29,19.05,0.16%,"20,453"
1413,SHEL,3.86%,-5.48%,-13.61%,-1.04%,33.58%,14.12%,2.24%,2.67%,-,5.36M,0.61,49.27,-0.52%,"1,672,161"
1414,SHLX,2.19%,6.47%,2.04%,10.70%,8.22%,25.78%,1.48%,1.80%,3.30,1.47M,0.24,14.41,-0.58%,"182,795"
1415,SIGA,7.46%,24.05%,119.76%,112.84%,150.88%,97.84%,13.13%,11.24%,-,11.02M,0.46,13.75,-1.65%,"2,625,779"
1416,SIGI,-7.16%,6.54%,-6.46%,2.20%,6.17%,-1.37%,3.60%,2.74%,2.70,331.96K,0.35,81.06,0.30%,"59,816"
1417,SII,5.48%,-1.32%,-34.74%,-8.32%,0.93%,-20.60%,3.38%,3.88%,-,133.57K,0.38,35.76,-0.11%,"26,123"
1418,SIJ,-6.59%,-12.39%,15.06%,34.10%,27.71%,40.28%,3.45%,3.58%,-,7.65K,1.28,18.22,-1.67%,"5,028"
1419,SIM,2.11%,2.21%,-11.05%,19.65%,22.08%,11.19%,2.36%,3.56%,-,2.53K,0.68,29.98,-0.13%,888
1420,SIMO,3.97%,1.58%,10.43%,-6.10%,44.42%,-9.09%,3.17%,3.01%,2.50,789.41K,0.41,87.37,1.13%,"164,906"
1421,SIRE,0.28%,6.39%,-9.66%,6.71%,32.80%,9.94%,1.76%,4.09%,3.00,18.65K,1.19,18.38,1.30%,"11,464"
1422,SIRI,4.52%,13.49%,3.51%,8.82%,6.07%,5.91%,1.83%,2.12%,2.50,18.78M,0.53,6.47,-0.23%,"5,088,550"
1423,SITM,17.13%,5.93%,-6.61%,-28.21%,43.67%,-41.14%,5.65%,6.35%,1.70,202.91K,0.92,183.85,6.77%,"95,795"
1424,SJB,-1.34%,-3.20%,3.19%,8.50%,5.65%,9.52%,1.23%,0.97%,-,1.01M,1.77,18.85,-1.18%,"926,368"
1425,SJI,0.15%,0.71%,-1.42%,30.62%,36.33%,30.17%,0.50%,0.99%,3.00,1.16M,0.55,33.87,-0.38%,"328,197"
1426,SJT,13.40%,18.92%,-3.17%,51.31%,133.55%,80.62%,6.86%,7.80%,-,1.03M,0.84,11.11,1.02%,"447,297"
1427,SKY,2.80%,29.37%,9.15%,-17.12%,9.78%,-28.39%,3.88%,4.31%,2.30,507.48K,0.48,57.71,2.03%,"124,492"
1428,SLAC,0.10%,0.41%,0.10%,0.20%,1.14%,0.20%,0.12%,0.24%,-,135.36K,0.13,9.83,0.00%,"8,995"
1429,SLB,4.55%,-11.07%,-21.66%,-9.49%,28.41%,14.26%,3.22%,4.66%,-,14.27M,0.69,34.07,-0.44%,"5,047,812"
1430,SLCA,11.44%,-11.16%,-46.16%,-5.75%,18.82%,20.21%,5.23%,6.24%,3.00,1.18M,0.87,11.61,2.74%,"530,632"
1431,SLCR,0.41%,0.81%,0.51%,0.70%,2.17%,0.92%,0.14%,0.15%,-,68.52K,12.46,9.93,0.30%,"439,859"
1432,SLCRU,0.86%,0.96%,-0.74%,-0.55%,0.15%,-0.84%,0.00%,0.06%,-,2.96K,0.30,9.98,-0.45%,460
1433,SLGN,1.56%,1.17%,-9.36%,-5.84%,1.63%,-5.53%,2.36%,2.97%,2.40,520.24K,0.40,40.44,-0.09%,"106,135"
1434,SLP,8.85%,39.25%,17.57%,24.09%,28.48%,24.36%,5.04%,4.99%,2.00,119.13K,1.51,61.15,3.96%,"92,909"
1435,SM,9.63%,-19.03%,-14.15%,-4.31%,93.59%,18.93%,5.56%,6.60%,2.30,2.52M,0.34,35.97,2.60%,"442,584"
1436,SMBC,2.53%,4.98%,2.31%,-16.28%,4.34%,-10.70%,1.94%,2.37%,2.50,25.00K,0.28,46.85,0.57%,"3,635"
1437,SMBK,2.08%,-1.56%,-4.19%,-13.85%,1.14%,-12.28%,2.39%,2.46%,1.70,25.51K,0.53,23.88,-0.50%,"6,922"
1438,SMCI,7.57%,1.98%,19.53%,-3.97%,25.28%,-0.43%,3.49%,4.20%,2.00,477.77K,0.33,44.73,2.22%,"80,081"
1439,SMM,6.70%,4.98%,-9.09%,9.86%,42.86%,15.73%,2.72%,4.08%,-,71.34K,0.46,7.75,-0.64%,"16,955"
1440,SMMF,3.72%,6.89%,17.48%,3.87%,30.45%,4.55%,1.95%,2.21%,2.50,21.70K,0.25,28.76,0.20%,"2,756"
1441,SMP,1.58%,12.16%,8.14%,-11.15%,9.53%,-11.78%,2.09%,2.77%,1.30,118.91K,0.27,46.43,0.45%,"16,242"
1442,SMR,5.85%,6.91%,-2.73%,6.17%,7.34%,6.38%,4.26%,4.80%,2.00,690.69K,1.80,11.17,4.69%,"639,059"
1443,SNDR,3.39%,7.50%,9.43%,-10.50%,15.21%,-11.63%,2.13%,2.52%,2.70,803.44K,0.26,23.50,-1.18%,"107,832"
1444,SNDX,1.16%,21.32%,11.58%,6.03%,27.44%,-12.38%,4.66%,5.81%,1.60,618.39K,0.54,18.93,-1.30%,"172,686"
1445,SNEX,6.71%,16.47%,17.69%,33.07%,36.57%,37.37%,3.18%,3.25%,-,71.68K,0.68,83.93,-0.26%,"24,934"
1446,SNPS,5.58%,11.75%,8.88%,-0.81%,17.86%,-12.21%,3.06%,2.95%,1.90,948.82K,0.61,330.99,2.31%,"297,827"
1447,SNRH,0.00%,0.05%,0.41%,1.13%,1.13%,1.23%,0.09%,0.12%,-,97.88K,0.00,9.89,0.29%,2
1448,SNY,2.85%,4.71%,-6.00%,-0.10%,1.42%,3.55%,1.69%,1.44%,1.20,2.37M,0.45,50.50,-2.13%,"546,120"
1449,SO,-0.32%,8.25%,-5.38%,4.50%,14.27%,4.62%,1.61%,1.95%,2.80,5.12M,0.59,71.55,-0.28%,"1,557,776"
1450,SOGU,-8.23%,-12.27%,36.92%,54.55%,100.47%,82.74%,4.23%,5.12%,-,31.38K,0.43,52.18,-5.86%,"7,022"
1451,SOI,4.37%,-20.76%,-11.70%,26.13%,17.70%,53.28%,4.66%,6.29%,2.30,347.28K,0.55,10.01,-0.30%,"98,073"
1452,SOTK,-18.78%,-8.10%,-4.75%,-27.59%,77.81%,-19.13%,8.58%,7.08%,1.00,15.25K,0.83,6.11,1.75%,"6,486"
1453,SOYB,1.75%,-11.13%,-10.95%,9.69%,8.58%,11.91%,1.91%,2.14%,-,111.25K,0.34,25.08,-1.51%,"19,242"
